ds,y,ticker,name
2021-08-17,3086.529052734375,TCS.NS,Tata Consultancy Services
2021-08-18,3093.045166015625,TCS.NS,Tata Consultancy Services
2021-08-20,3092.132568359375,TCS.NS,Tata Consultancy Services
2021-08-23,3159.8037109375,TCS.NS,Tata Consultancy Services
2021-08-24,3138.78125,TCS.NS,Tata Consultancy Services
2021-08-25,3178.567626953125,TCS.NS,Tata Consultancy Services
2021-08-26,3189.73095703125,TCS.NS,Tata Consultancy Services
2021-08-27,3231.688232421875,TCS.NS,Tata Consultancy Services
2021-08-30,3215.314208984375,TCS.NS,Tata Consultancy Services
2021-08-31,3289.28369140625,TCS.NS,Tata Consultancy Services
2021-09-01,3227.17138671875,TCS.NS,Tata Consultancy Services
2021-09-02,3332.97900390625,TCS.NS,Tata Consultancy Services
2021-09-03,3337.5830078125,TCS.NS,Tata Consultancy Services
2021-09-06,3346.226318359375,TCS.NS,Tata Consultancy Services
2021-09-07,3314.8662109375,TCS.NS,Tata Consultancy Services
2021-09-08,3278.598388671875,TCS.NS,Tata Consultancy Services
2021-09-09,3293.58349609375,TCS.NS,Tata Consultancy Services
2021-09-13,3340.449951171875,TCS.NS,Tata Consultancy Services
2021-09-14,3375.67578125,TCS.NS,Tata Consultancy Services
2021-09-15,3435.31201171875,TCS.NS,Tata Consultancy Services
2021-09-16,3390.790771484375,TCS.NS,Tata Consultancy Services
2021-09-17,3325.24755859375,TCS.NS,Tata Consultancy Services
2021-09-20,3321.46826171875,TCS.NS,Tata Consultancy Services
2021-09-21,3355.739013671875,TCS.NS,Tata Consultancy Services
2021-09-22,3355.0439453125,TCS.NS,Tata Consultancy Services
2021-09-23,3361.211669921875,TCS.NS,Tata Consultancy Services
2021-09-24,3362.99267578125,TCS.NS,Tata Consultancy Services
2021-09-27,3333.153076171875,TCS.NS,Tata Consultancy Services
2021-09-28,3282.94189453125,TCS.NS,Tata Consultancy Services
2021-09-29,3294.017333984375,TCS.NS,Tata Consultancy Services
2021-09-30,3279.814453125,TCS.NS,Tata Consultancy Services
2021-10-01,3240.4189453125,TCS.NS,Tata Consultancy Services
2021-10-04,3277.85986328125,TCS.NS,Tata Consultancy Services
2021-10-05,3329.981689453125,TCS.NS,Tata Consultancy Services
2021-10-06,3310.5224609375,TCS.NS,Tata Consultancy Services
2021-10-07,3381.756591796875,TCS.NS,Tata Consultancy Services
2021-10-08,3418.8935546875,TCS.NS,Tata Consultancy Services
2021-10-11,3201.6748046875,TCS.NS,Tata Consultancy Services
2021-10-12,3173.22509765625,TCS.NS,Tata Consultancy Services
2021-10-13,3175.266357421875,TCS.NS,Tata Consultancy Services
2021-10-14,3143.28076171875,TCS.NS,Tata Consultancy Services
2021-10-18,3174.352783203125,TCS.NS,Tata Consultancy Services
2021-10-19,3163.038330078125,TCS.NS,Tata Consultancy Services
2021-10-20,3141.01806640625,TCS.NS,Tata Consultancy Services
2021-10-21,3074.5654296875,TCS.NS,Tata Consultancy Services
2021-10-22,3045.278564453125,TCS.NS,Tata Consultancy Services
2021-10-25,3040.142333984375,TCS.NS,Tata Consultancy Services
2021-10-26,3031.134765625,TCS.NS,Tata Consultancy Services
2021-10-27,3037.357421875,TCS.NS,Tata Consultancy Services
2021-10-28,2978.08544921875,TCS.NS,Tata Consultancy Services
2021-10-29,2957.28369140625,TCS.NS,Tata Consultancy Services
2021-11-01,3025.738037109375,TCS.NS,Tata Consultancy Services
2021-11-02,3032.52685546875,TCS.NS,Tata Consultancy Services
2021-11-03,3039.533203125,TCS.NS,Tata Consultancy Services
2021-11-04,3053.807373046875,TCS.NS,Tata Consultancy Services
2021-11-08,3048.671875,TCS.NS,Tata Consultancy Services
2021-11-09,3051.23974609375,TCS.NS,Tata Consultancy Services
2021-11-10,3032.6142578125,TCS.NS,Tata Consultancy Services
2021-11-11,3036.008056640625,TCS.NS,Tata Consultancy Services
2021-11-12,3068.951904296875,TCS.NS,Tata Consultancy Services
2021-11-15,3092.669189453125,TCS.NS,Tata Consultancy Services
2021-11-16,3095.3671875,TCS.NS,Tata Consultancy Services
2021-11-17,3065.33935546875,TCS.NS,Tata Consultancy Services
2021-11-18,3025.12890625,TCS.NS,Tata Consultancy Services
2021-11-22,3010.07080078125,TCS.NS,Tata Consultancy Services
2021-11-23,3015.163330078125,TCS.NS,Tata Consultancy Services
2021-11-24,2996.92919921875,TCS.NS,Tata Consultancy Services
2021-11-25,2999.19189453125,TCS.NS,Tata Consultancy Services
2021-11-26,3000.018798828125,TCS.NS,Tata Consultancy Services
2021-11-29,3048.019287109375,TCS.NS,Tata Consultancy Services
2021-11-30,3071.650634765625,TCS.NS,Tata Consultancy Services
2021-12-01,3113.9931640625,TCS.NS,Tata Consultancy Services
2021-12-02,3170.654052734375,TCS.NS,Tata Consultancy Services
2021-12-03,3168.521728515625,TCS.NS,Tata Consultancy Services
2021-12-06,3077.959716796875,TCS.NS,Tata Consultancy Services
2021-12-07,3119.82470703125,TCS.NS,Tata Consultancy Services
2021-12-08,3156.727783203125,TCS.NS,Tata Consultancy Services
2021-12-09,3134.838623046875,TCS.NS,Tata Consultancy Services
2021-12-10,3165.3447265625,TCS.NS,Tata Consultancy Services
2021-12-13,3141.714599609375,TCS.NS,Tata Consultancy Services
2021-12-14,3154.0302734375,TCS.NS,Tata Consultancy Services
2021-12-15,3107.5087890625,TCS.NS,Tata Consultancy Services
2021-12-16,3117.30029296875,TCS.NS,Tata Consultancy Services
2021-12-17,3119.69384765625,TCS.NS,Tata Consultancy Services
2021-12-20,3095.80224609375,TCS.NS,Tata Consultancy Services
2021-12-21,3140.539306640625,TCS.NS,Tata Consultancy Services
2021-12-22,3160.078857421875,TCS.NS,Tata Consultancy Services
2021-12-23,3187.88720703125,TCS.NS,Tata Consultancy Services
2021-12-24,3195.02392578125,TCS.NS,Tata Consultancy Services
2021-12-27,3216.95751953125,TCS.NS,Tata Consultancy Services
2021-12-28,3226.052978515625,TCS.NS,Tata Consultancy Services
2021-12-29,3215.738037109375,TCS.NS,Tata Consultancy Services
2021-12-30,3249.72607421875,TCS.NS,Tata Consultancy Services
2021-12-31,3253.72998046875,TCS.NS,Tata Consultancy Services
2022-01-03,3322.837158203125,TCS.NS,Tata Consultancy Services
2022-01-04,3381.15185546875,TCS.NS,Tata Consultancy Services
2022-01-05,3360.437255859375,TCS.NS,Tata Consultancy Services
2022-01-06,3313.87255859375,TCS.NS,Tata Consultancy Services
2022-01-07,3353.95263671875,TCS.NS,Tata Consultancy Services
2022-01-10,3376.886962890625,TCS.NS,Tata Consultancy Services
2022-01-11,3408.263427734375,TCS.NS,Tata Consultancy Services
2022-01-12,3359.523193359375,TCS.NS,Tata Consultancy Services
2022-01-13,3392.596435546875,TCS.NS,Tata Consultancy Services
2022-01-14,3453.740234375,TCS.NS,Tata Consultancy Services
2022-01-17,3498.12890625,TCS.NS,Tata Consultancy Services
2022-01-18,3473.27978515625,TCS.NS,Tata Consultancy Services
2022-01-19,3413.162841796875,TCS.NS,Tata Consultancy Services
2022-01-20,3336.348876953125,TCS.NS,Tata Consultancy Services
2022-01-21,3342.408447265625,TCS.NS,Tata Consultancy Services
2022-01-24,3288.22021484375,TCS.NS,Tata Consultancy Services
2022-01-25,3286.9560546875,TCS.NS,Tata Consultancy Services
2022-01-27,3181.761474609375,TCS.NS,Tata Consultancy Services
2022-01-28,3217.334716796875,TCS.NS,Tata Consultancy Services
2022-01-31,3257.6171875,TCS.NS,Tata Consultancy Services
2022-02-01,3313.7666015625,TCS.NS,Tata Consultancy Services
2022-02-02,3362.199951171875,TCS.NS,Tata Consultancy Services
2022-02-03,3334.648681640625,TCS.NS,Tata Consultancy Services
2022-02-04,3326.191162109375,TCS.NS,Tata Consultancy Services
2022-02-07,3294.890625,TCS.NS,Tata Consultancy Services
2022-02-08,3263.894775390625,TCS.NS,Tata Consultancy Services
2022-02-09,3278.803955078125,TCS.NS,Tata Consultancy Services
2022-02-10,3287.3486328125,TCS.NS,Tata Consultancy Services
2022-02-11,3221.607666015625,TCS.NS,Tata Consultancy Services
2022-02-14,3255.4365234375,TCS.NS,Tata Consultancy Services
2022-02-15,3328.7197265625,TCS.NS,Tata Consultancy Services
2022-02-16,3324.62158203125,TCS.NS,Tata Consultancy Services
2022-02-17,3299.424072265625,TCS.NS,Tata Consultancy Services
2022-02-18,3307.88134765625,TCS.NS,Tata Consultancy Services
2022-02-21,3242.92529296875,TCS.NS,Tata Consultancy Services
2022-02-22,3126.963623046875,TCS.NS,Tata Consultancy Services
2022-02-23,3107.25830078125,TCS.NS,Tata Consultancy Services
2022-02-24,2965.880126953125,TCS.NS,Tata Consultancy Services
2022-02-25,3069.723388671875,TCS.NS,Tata Consultancy Services
2022-02-28,3098.88818359375,TCS.NS,Tata Consultancy Services
2022-03-02,3091.868896484375,TCS.NS,Tata Consultancy Services
