ds,y,ticker,name
2021-07-19,2208.56982421875,HINDUNILVR.NS,Hindustan Unilever
2021-07-20,2232.639404296875,HINDUNILVR.NS,Hindustan Unilever
2021-07-22,2180.603271484375,HINDUNILVR.NS,Hindustan Unilever
2021-07-23,2162.21875,HINDUNILVR.NS,Hindustan Unilever
2021-07-26,2153.599365234375,HINDUNILVR.NS,Hindustan Unilever
2021-07-27,2147.822998046875,HINDUNILVR.NS,Hindustan Unilever
2021-07-28,2165.244873046875,HINDUNILVR.NS,Hindustan Unilever
2021-07-29,2140.80859375,HINDUNILVR.NS,Hindustan Unilever
2021-07-30,2139.479248046875,HINDUNILVR.NS,Hindustan Unilever
2021-08-02,2139.02001953125,HINDUNILVR.NS,Hindustan Unilever
2021-08-03,2188.580810546875,HINDUNILVR.NS,Hindustan Unilever
2021-08-04,2179.640380859375,HINDUNILVR.NS,Hindustan Unilever
2021-08-05,2161.852294921875,HINDUNILVR.NS,Hindustan Unilever
2021-08-06,2174.505615234375,HINDUNILVR.NS,Hindustan Unilever
2021-08-09,2186.426025390625,HINDUNILVR.NS,Hindustan Unilever
2021-08-10,2183.949951171875,HINDUNILVR.NS,Hindustan Unilever
2021-08-11,2191.881591796875,HINDUNILVR.NS,Hindustan Unilever
2021-08-12,2193.577880859375,HINDUNILVR.NS,Hindustan Unilever
2021-08-13,2204.764892578125,HINDUNILVR.NS,Hindustan Unilever
2021-08-16,2224.84521484375,HINDUNILVR.NS,Hindustan Unilever
2021-08-17,2277.47705078125,HINDUNILVR.NS,Hindustan Unilever
2021-08-18,2279.540283203125,HINDUNILVR.NS,Hindustan Unilever
2021-08-20,2401.813720703125,HINDUNILVR.NS,Hindustan Unilever
2021-08-23,2415.338623046875,HINDUNILVR.NS,Hindustan Unilever
2021-08-24,2414.28369140625,HINDUNILVR.NS,Hindustan Unilever
2021-08-25,2425.287109375,HINDUNILVR.NS,Hindustan Unilever
2021-08-26,2444.9091796875,HINDUNILVR.NS,Hindustan Unilever
2021-08-27,2455.5,HINDUNILVR.NS,Hindustan Unilever
2021-08-30,2464.440185546875,HINDUNILVR.NS,Hindustan Unilever
2021-08-31,2497.816650390625,HINDUNILVR.NS,Hindustan Unilever
2021-09-01,2505.88525390625,HINDUNILVR.NS,Hindustan Unilever
2021-09-02,2568.374267578125,HINDUNILVR.NS,Hindustan Unilever
2021-09-03,2536.877197265625,HINDUNILVR.NS,Hindustan Unilever
2021-09-06,2549.623046875,HINDUNILVR.NS,Hindustan Unilever
2021-09-07,2546.964111328125,HINDUNILVR.NS,Hindustan Unilever
2021-09-08,2568.237060546875,HINDUNILVR.NS,Hindustan Unilever
2021-09-09,2577.177001953125,HINDUNILVR.NS,Hindustan Unilever
2021-09-13,2554.8955078125,HINDUNILVR.NS,Hindustan Unilever
